"p_index","name","college","country","draft_year"
2168,"Serge Ibaka","None","Republic of the Congo","2008"
2169,"Sergei Monia","None","Russia","2004"
2170,"Sergey Karasev","None","Russia","2013"
2171,"Sergio Rodriguez","None","Spain","2006"
2172,"Seth Curry","Duke","USA","Undrafted"
2173,"Shabazz Muhammad","California-Los Angeles","USA","2013"
2174,"Shabazz Napier","Connecticut","USA","2014"
2175,"Shaedon Sharpe","Kentucky","Canada","2022"
2176,"Shai Gilgeous-Alexander","Kentucky","Canada","2018"
2177,"Shake Milton","Southern Methodist","USA","2018"
2178,"Shammond Williams","North Carolina","USA","1998"
2179,"Shamorie Ponds","St. John's, N.Y.","USA","Undrafted"
2180,"Shandon Anderson","Georgia","USA","1996"
2181,"Shane Battier","Duke","USA","2001"
2182,"Shane Edwards","Arkansas-Little Rock","USA","Undrafted"
2183,"Shane Heal","None","USA","Undrafted"
2184,"Shane Larkin","Miami","USA","2013"
2185,"Shannon Brown","Michigan State","USA","2006"
2186,"Shaq Buchanan","Murray State","USA","Undrafted"
2187,"Shaquille Harrison","Tulsa","USA","Undrafted"
2188,"Shaquille O'Neal","Louisiana State","USA","1992"
2189,"Shareef Abdur-Rahim","California","USA","1996"
2190,"Sharife Cooper","Auburn","USA","2021"
2191,"Sharone Wright","Clemson","USA","1994"
2192,"Sharrod Ford","Clemson","USA","Undrafted"
2193,"Shaun Livingston","None","USA","2004"
2194,"Shavlik Randolph","Duke","USA","Undrafted"
2195,"Shawn Bradley","Brigham Young","USA","1993"
2196,"Shawn Kemp","Trinity Valley Community College","USA","1989"
2197,"Shawn Long","Louisiana-Lafayette","USA","Undrafted"
2198,"Shawn Marion","Nevada-Las Vegas","USA","1999"
2199,"Shawn Respert","Michigan State","USA","1995"
2200,"Shawne Williams","Memphis","USA","2006"
2201,"Shawnelle Scott","St. John's (NY)","USA","1994"
2202,"Shayne Whittington","Western Michigan","USA","Undrafted"
2203,"Shea Seals","Tulsa","USA","Undrafted"
2204,"Shelden Williams","Duke","USA","2006"
2205,"Sheldon Mac","Miami (Fla.)","USA","Undrafted"
2206,"Shelvin Mack","Butler","USA","2011"
2207,"Sherman Douglas","Syracuse","USA","1989"
2208,"Sherron Collins","Kansas","USA","Undrafted"
2209,"Sim Bhullar","New Mexico State","Canada","Undrafted"
2210,"Simone Fontecchio","None","Italy","Undrafted"
2211,"Sindarius Thornwell","South Carolina","USA","2017"
2212,"Skal Labissiere","Kentucky","Haiti","2016"
2213,"Skylar Mays","Louisiana State","USA","2020"
2214,"Slava Medvedenko","None","Ukraine","Undrafted"
2215,"Slavko Vranes","None","USA","2003"
2216,"Smush Parker","Fordham","USA","Undrafted"
2217,"Solomon Alabi","Florida State","Nigeria","2010"
2218,"Solomon Hill","Arizona","USA","2013"
2219,"Solomon Jones","South Florida","USA","2006"
2220,"Sonny Weems","Arkansas","USA","2008"
2221,"Soumaila Samake","None","Mali","2000"
2222,"Speedy Claxton","Hofstra","USA","2000"
2223,"Spencer Dinwiddie","Colorado","USA","2014"
2224,"Spencer Hawes","Washington","USA","2007"
2225,"Spud Webb","North Carolina State","USA","1985"
2226,"Stacey Augmon","Nevada-Las Vegas","USA","1991"
2227,"Stacey King","Oklahoma","USA","1989"
2228,"Stanley Johnson","Arizona","USA","2015"
2229,"Stanley Roberts","Louisiana State","USA","1991"
2230,"Stanley Umude","Arkansas","USA","Undrafted"
2231,"Stanton Kidd","Colorado State","USA","Undrafted"
2232,"Stephane Lasme","Massachusetts","Gabon","2007"
2233,"Stephen Curry","Davidson","USA","2009"
2234,"Stephen Graham","Oklahoma State","USA","Undrafted"
2235,"Stephen Howard","DePaul","USA","Undrafted"
2236,"Stephen Jackson","Butler Community College","USA","1997"
2237,"Stephen Zimmerman","Nevada-Las Vegas","USA","2016"
2238,"Stephon Marbury","Georgia Tech","USA","1996"
2239,"Sterling Brown","Southern Methodist","USA","2017"
2240,"Steve Blake","Maryland","USA","2003"
2241,"Steve Francis","Maryland","USA","1999"
2242,"Steve Goodrich","Princeton","USA","Undrafted"
2243,"Steve Hamer","Tennessee","USA","1996"
2244,"Steve Henson","Kansas State","USA","1990"
2245,"Steve Kerr","Arizona","USA","1988"
2246,"Steve Nash","Santa Clara","Canada","1996"
2247,"Steve Novak","Marquette","USA","2006"
2248,"Steve Scheffler","Purdue","USA","1990"
2249,"Steven Adams","Pittsburgh","New Zealand","2013"
2250,"Steven Hill","Arkansas","USA","Undrafted"
2251,"Steven Hunter","DePaul","USA","2001"
2252,"Steven Smith","Michigan State","USA","1991"
2253,"Stevin Smith","Arizona State","USA","Undrafted"
2254,"Stojko Vrankovic","None","USA","Undrafted"
2255,"Stromile Swift","Louisiana State","USA","2000"
2256,"Sun Sun","None","USA","2007"
2257,"Sundiata Gaines","Georgia","USA","Undrafted"
2258,"Svi Mykhailiuk","Kansas","Ukraine","2018"
2259,"T.J. Ford","Texas","USA","2003"
2260,"T.J. Leaf","UCLA","USA","2017"
2261,"T.J. McConnell","Arizona","USA","Undrafted"
2262,"T.J. Warren","North Carolina State","USA","2014"
2263,"Tacko Fall","Central Florida","Senegal","Undrafted"
2264,"Tahjere McCall","Tennessee State","USA","Undrafted"
2265,"Taj Gibson","USC","USA","2009"
2266,"Talen Horton-Tucker","Iowa State","USA","2019"
2267,"Tamar Slay","Marshall","USA","2002"
2268,"Tang Hamilton","Mississippi State","USA","Undrafted"
2269,"Tarence Kinsey","South Carolina","USA","Undrafted"
2270,"Tari Eason","Louisiana State","USA","2022"
2271,"Tarik Black","Kansas","USA","Undrafted"
2272,"Tariq Abdul-Wahad","San Jose State","France","1997"
2273,"Tariq Owens","Texas Tech","USA","Undrafted"
2274,"Taurean Green","Florida","USA","2007"
2275,"Taurean Prince","Baylor","USA","2016"
2276,"Taylor Griffin","Oklahoma","USA","2009"
2277,"Tayshaun Prince","Kentucky","USA","2002"
2278,"Terance Mann","Florida State","USA","2019"
2279,"Terence Davis","Mississippi","USA","Undrafted"
2280,"Terence Morris","Maryland","USA","2001"
2281,"Terrance Ferguson","None","USA","2017"
2282,"Terrance Roberson","Fresno State","USA","Undrafted"
2283,"Terrel Harris","Oklahoma State","USA","Undrafted"
2284,"Terrell Brandon","Oregon","USA","1991"
2285,"Terrence Jones","Kentucky","USA","2012"
2286,"Terrence Ross","Washington","USA","2012"
2287,"Terrence Williams","Louisville","USA","2009"
2288,"Terry Cummings","DePaul","USA","1982"
2289,"Terry Davis","Virginia Union","USA","Undrafted"
2290,"Terry Dehere","Seton Hall","USA","1993"
2291,"Terry Mills","Michigan","USA","1990"
2292,"Terry Porter","Wisconsin-Stevens Point","USA","1985"
2293,"Terry Rozier","Louisville","USA","2015"
2294,"Terry Taylor","Austin Peay","USA","Undrafted"
2295,"Thabo Sefolosha","None","Switzerland","2006"
2296,"Thaddeus Young","Georgia Tech","USA","2007"
2297,"Thanasis Antetokounmpo","None","Greece","2014"
2298,"Theo Maledon","None","France","2020"
2299,"Theo Pinson","None","USA","Undrafted"
2300,"Theo Ratliff","Wyoming","USA","1995"
2301,"Theron Smith","Ball State","USA","Undrafted"
2302,"Thomas Bryant","Indiana","USA","2017"
2303,"Thomas Gardner","Missouri","USA","Undrafted"
2304,"Thomas Hamilton","Pittsburgh","USA","Undrafted"
2305,"Thomas Robinson","Kansas","USA","2012"
2306,"Thomas Welsh","UCLA","USA","2018"
2307,"Thon Maker","None","South Sudan","2016"
2308,"Thurl Bailey","North Carolina State","USA","1983"
2309,"Tiago Splitter","None","Brazil","2007"
2310,"Tibor Pleiss","None","Germany","2010"
2311,"Tierre Brown","McNeese State","USA","Undrafted"
2312,"Tim Breaux","Wyoming","USA","Undrafted"
2313,"Tim Duncan","Wake Forest","US Virgin Islands","1997"
2314,"Tim Frazier","Penn State","USA","Undrafted"
2315,"Tim Hardaway","Texas-El Paso","USA","1989"
2316,"Tim Hardaway Jr.","Michigan","USA","2013"
2317,"Tim James","Miami (FL)","USA","1999"
2318,"Tim Kempton","Notre Dame","USA","1986"
2319,"Tim Legler","La Salle","USA","Undrafted"
2320,"Tim Ohlbrecht","None","Germany","Undrafted"
2321,"Tim Quarterman","Louisiana State","USA","Undrafted"
2322,"Tim Thomas","Villanova","USA","1997"
2323,"Tim Young","Stanford","USA","1999"
2324,"Timofey Mozgov","None","Russia","Undrafted"
2325,"Timothe Luwawu-Cabarrot","None","France","2016"
2326,"Tito Maddox","Fresno State","USA","2002"
2327,"TJ Leaf","UCLA","USA","2017"
2328,"TJ Warren","North Carolina State","USA","2014"
2329,"Tobias Harris","Tennessee","USA","2011"
2330,"Toby Bailey","UCLA","USA","1998"
2331,"Todd Day","Arkansas","USA","1992"
2332,"Todd Fuller","North Carolina State","USA","1996"
2333,"Todd MacCulloch","Washington","Canada","1999"
2334,"Tom Chambers","Utah","USA","1981"
2335,"Tom Gugliotta","North Carolina State","USA","1992"
2336,"Tom Hammonds","Georgia Tech","USA","1989"
2337,"Tomas Satoransky","None","Czech Republic","2012"
2338,"Toney Douglas","Florida State","USA","2009"
2339,"Toni Kukoc","None","Croatia","1990"
2340,"Tony Allen","Oklahoma State","USA","2004"
2341,"Tony Battie","Texas Tech","USA","1997"
2342,"Tony Bobbitt","Cincinnati","USA","Undrafted"
2343,"Tony Bradley","North Carolina","USA","2017"
2344,"Tony Delk","Kentucky","USA","1996"
2345,"Tony Dumas","Missouri-Kansas City","USA","1994"
2346,"Tony Farmer","Nebraska","USA","Undrafted"
2347,"Tony Massenburg","Maryland","USA","1990"
2348,"Tony Mitchell","North Texas","USA","2013"
2349,"Tony Parker","None","France","2001"
2350,"Tony Smith","Marquette","USA","1990"
2351,"Tony Snell",NULL,"USA","2013"
2352,"Tony Wroten","Washington","USA","2012"
2353,"Tornike Shengelia","None","Georgia","2012"
2354,"Torraye Braggs","Xavier","USA","1998"
2355,"Torrey Craig","South Carolina Upstate","USA","Undrafted"
2356,"Toure' Murry","Wichita State","USA","Undrafted"
2357,"Tracy McGrady","None","USA","1997"
2358,"Tracy Moore","Tulsa","USA","Undrafted"
2359,"Tracy Murray","UCLA","USA","1992"
2360,"Trae Young","Oklahoma","USA","2018"
2361,"Trajan Langdon","Duke","USA","1999"
2362,"Travis Best","Georgia Tech","USA","1995"
2363,"Travis Diener","Marquette","USA","2005"
2364,"Travis Hansen","Brigham Young","USA","2003"
2365,"Travis Knight","Connecticut","USA","1996"
2366,"Travis Leslie","Georgia","USA","2011"
2367,"Travis Outlaw","None","USA","2003"
2368,"Travis Wear","UCLA","USA","Undrafted"
2369,"Travis Williams","South Carolina State","USA","Undrafted"
2370,"Trayvon Palmer","Chicago St.","USA","Undrafted"
2371,"Tre Jones","Duke","USA","2020"
2372,"Tre Mann","Florida","USA","2021"
2373,"Tremaine Fowlkes","Fresno State","USA","1998"
2374,"Tremont Waters","Louisiana State","USA","2019"
2375,"Trendon Watford","Louisiana State","USA","Undrafted"
2376,"Trent Forrest","Florida State","USA","Undrafted"
2377,"Trenton Hassell","Austin Peay","USA","2001"
2378,"Trevelin Queen","New Mexico State","USA","Undrafted"
2379,"Treveon Graham","Virginia Commonwealth","USA","Undrafted"
2380,"Trevon Duval","None","USA","Undrafted"
2381,"Trevon Scott","Cincinnati","USA","Undrafted"
2382,"Trevor Ariza","UCLA","USA","2004"
2383,"Trevor Booker","Clemson","USA","2010"
2384,"Trevor Hudgins","Northwest Missouri State","USA","Undrafted"
2385,"Trevor Keels","Duke","USA","2022"
2386,"Trevor Winter","Minnesota","USA","Undrafted"
2387,"Trey Burke","Michigan","USA","2013"
2388,"Trey Gilder","Northwestern State","USA","Undrafted"
2389,"Trey Johnson","Jackson State","USA","Undrafted"
2390,"Trey Lyles","Kentucky","USA","2015"
2391,"Trey McKinney-Jones","Miami (FL)","USA","Undrafted"
2392,"Trey Murphy III","Virginia","USA","2021"
2393,"Trey Thompkins","Georgia","USA","2011"
2394,"Tristan Thompson","Texas-Austin","Canada","2011"
2395,"Troy Bell","Boston College","USA","2003"
2396,"Troy Brown Jr.","Oregon","USA","2018"
2397,"Troy Caupain","Cincinnati","USA","Undrafted"
2398,"Troy Daniels","Va Commonwealth","USA","Undrafted"
2399,"Troy Hudson","Southern Illinois","USA","Undrafted"
2400,"Troy Murphy","Notre Dame","USA","2001"
2401,"Troy Williams","Indiana","USA","Undrafted"
2402,"Ty-Shon Alexander","Creighton","USA","Undrafted"
2403,"Ty Jerome","Virginia","USA","2019"
2404,"Ty Lawson","North Carolina","USA","2009"
2405,"Tyler Bey","Colorado","USA","2020"
2406,"Tyler Cavanaugh","George Washington","USA","Undrafted"
2407,"Tyler Cook","Iowa","USA","Undrafted"
2408,"Tyler Davis","None","USA","Undrafted"
2409,"Tyler Dorsey","Oregon","USA","2017"
2410,"Tyler Ennis","Syracuse","Canada","2014"
2411,"Tyler Hall","Montana State","USA","Undrafted"
2412,"Tyler Hansbrough","North Carolina","USA","2009"
2413,"Tyler Herro","Kentucky","USA","2019"
2414,"Tyler Honeycutt","UCLA","USA","2011"
2415,"Tyler Johnson","Fresno State","USA","Undrafted"
2416,"Tyler Lydon","Syracuse","USA","2017"
2417,"Tyler Ulis","Kentucky","USA","2016"
2418,"Tyler Zeller","North Carolina","USA","2012"
2419,"Tyreke Evans","Memphis","USA","2009"
2420,"Tyrell Terry","Stanford","USA","2020"
2421,"Tyrese Haliburton","Iowa State","USA","2020"
2422,"Tyrese Martin","Connecticut","USA","2022"
2423,"Tyrese Maxey","Kentucky","USA","2020"
2424,"Tyrone Corbin","DePaul","USA","1985"
2425,"Tyrone Hill","Xavier","USA","1990"
2426,"Tyrone Nesby","Nevada-Las Vegas","USA","Undrafted"
2427,"Tyrone Wallace","California","USA","2016"
2428,"Tyronn Lue","Nebraska","USA","1998"
2429,"Tyrus Thomas","Louisiana State","USA","2006"
2430,"Tyshawn Taylor","Kansas","USA","2012"
2431,"Tyson Chandler","None","USA","2001"
2432,"Tyson Wheeler","Rhode Island","USA","1998"
2433,"TyTy Washington Jr.","Kentucky","USA","2022"
2434,"Tyus Edney","UCLA","USA","1995"
2435,"Tyus Jones","Duke","USA","2015"
2436,"Udoka Azubuike","Kansas","Nigeria","2020"
2437,"Udonis Haslem","Florida","USA","Undrafted"
2438,"Uros Slokar","None","USA","2005"
2439,"Usman Garuba","None","Spain","2021"
2440,"Vander Blue","Marquette","USA","Undrafted"
2441,"Vassilis Spanoulis","None","USA","2004"
2442,"Vernon Carey Jr.","Duke","USA","2020"
2443,"Vernon Macklin","Florida","USA","2011"
2444,"Vernon Maxwell","Florida","USA","1988"
2445,"Viacheslav Kravtsov","None","Ukraine","Undrafted"
2446,"Vic Law","Northwestern","USA","Undrafted"
2447,"Victor Alexander","Iowa State","USA","1991"
2448,"Victor Claver","None","Spain","2009"
2449,"Victor Oladipo","Indiana","USA","2013"
2450,"Viktor Khryapa","None","Russia","2004"
2451,"Vin Baker","Hartford","USA","1993"
2452,"Vince Carter","North Carolina","USA","1998"
2453,"Vince Williams Jr.","Virginia Commonwealth","USA","2022"
2454,"Vincent Askew","Memphis","USA","1987"
2455,"Vincent Edwards","Purdue","USA","2018"
2456,"Vincent Hunter","Texas-El Paso","USA","Undrafted"
2457,"Vincent Poirier","None","France","Undrafted"
2458,"Vincent Yarbrough","Tennessee","USA","2002"
2459,"Vinny Del Negro","North Carolina State","USA","1988"
2460,"Vit Krejci","None","Czech Republic","2020"
2461,"Vitaly Potapenko","Wright State","Ukraine","1996"
2462,"Vitor Faverani","None","Brazil","Undrafted"
2463,"Vlade Divac","None","Serbia and Montenegro","1989"
2464,"Vladimir Radmanovic","None","Serbia","2001"
2465,"Vladimir Stepania","None","Georgia","1998"
2466,"Vlatko Cancar","None","Slovenia","2017"
2467,"Von Wafer","Florida State","USA","2005"
2468,"Vonteego Cummings","Pittsburgh","USA","1999"
2469,"Voshon Lenard","Minnesota","USA","1994"
2470,"Wade Baldwin IV","Vanderbilt","USA","2016"
2471,"Walker Kessler","Auburn","USA","2022"
2472,"Walker Russell","Jacksonville State","USA","1982"
2473,"Wally Szczerbiak","Miami (OH)","USA","1999"
2474,"Walt Lemon Jr.","None","USA","Undrafted"
2475,"Walt Williams","Maryland","USA","1992"
2476,"Walter Herrmann","None","USA","Undrafted"
2477,"Walter McCarty","Kentucky","USA","1996"
2478,"Walter Sharpe","Alabama-Birmingham","USA","2008"
2479,"Wang Zhi-zhi","None","China","1999"
2480,"Wayman Tisdale","Oklahoma","USA","1985"
2481,"Wayne Ellington","North Carolina","USA","2009"
2482,"Wayne Selden","Kansas","USA","Undrafted"
2483,"Wayne Simien","Kansas","USA","2005"
2484,"Wayne Turner","Kentucky","USA","Undrafted"
2485,"Wendell Carter Jr.","Duke","USA","2018"
2486,"Wendell Moore Jr.","Duke","USA","2022"
2487,"Wenyen Gabriel","Kentucky","South Sudan","Undrafted"
2488,"Wes Iwundu","Kansas State","USA","2017"
2489,"Wesley Johnson","Syracuse","USA","2010"
2490,"Wesley Matthews","Marquette","USA","Undrafted"
2491,"Wesley Person","Auburn","USA","1994"
2492,"Will Barton","Memphis","USA","2012"
2493,"Will Blalock","Iowa State","USA","2006"
2494,"Will Bynum","Georgia Tech","USA","Undrafted"
2495,"Will Cherry","Montana","USA","Undrafted"
2496,"Will Conroy","Washington","USA","Undrafted"
2497,"Will Magnay","None","Australia","Undrafted"
2498,"Will Perdue","Vanderbilt","USA","1988"
2499,"Will Solomon","Clemson","USA","2001"
2500,"William Avery","Duke","USA","1999"
2501,"William Cunningham","Temple","USA","Undrafted"
2502,"William Howard","None","France","Undrafted"
2503,"Willie Anderson","Georgia","USA","1988"
2504,"Willie Burton","Minnesota","USA","1990"
2505,"Willie Cauley-Stein","Kentucky","USA","2015"
2506,"Willie Green","Detroit Mercy","USA","2003"
2507,"Willie Reed","St. Louis","USA","Undrafted"
2508,"Willie Warren","Oklahoma","USA","2010"
2509,"Willy Hernangomez","None","Spain","2015"
2510,"Wilson Chandler","DePaul","USA","2007"
2511,"Xavier Cooks","Winthrop","Australia","Undrafted"
2512,"Xavier Henry","Kansas","USA","2010"
2513,"Xavier McDaniel","Wichita State","USA","1985"
2514,"Xavier Moon","Morehead State","USA","Undrafted"
2515,"Xavier Munford","Rhode Island","USA","Undrafted"
2516,"Xavier Rathan-Mayes","Florida State","Canada","Undrafted"
2517,"Xavier Silas","Northern Illinois","USA","2011"
2518,"Xavier Sneed","Kansas State","USA","Undrafted"
2519,"Xavier Tillman","Michigan State","USA","2020"
2520,"Xavier Tillman Sr.","Michigan State","USA","2020"
2521,"Yakhouba Diawara","Pepperdine","USA","Undrafted"
2522,"Yante Maten","None","USA","Undrafted"
2523,"Yao Ming","None","China","2002"
2524,"Yaroslav Korolev","None","Russia","2005"
2525,"Yi Jianlian","None","USA","2007"
2526,"Yinka Dare","George Washington","USA","1994"
2527,"Yogi Ferrell","Indiana","USA","Undrafted"
2528,"Yuta Tabuse","Brigham Young-Hawaii","USA","Undrafted"
2529,"Yuta Watanabe","George Washington","Japan","Undrafted"
2530,"Yves Pons","Tennessee","France","Undrafted"
2531,"Zabian Dowdell","Virginia Tech","USA","Undrafted"
2532,"Zach Collins","Gonzaga","USA","2017"
2533,"Zach LaVine","UCLA","USA","2014"
2534,"Zach Lofton","New Mexico State","USA","Undrafted"
2535,"Zach Norvell Jr.","Gonzaga","USA","2019"
2536,"Zach Randolph","Michigan State","USA","2001"
2537,"Zan Tabak","None","USA","1991"
2538,"Zarko Cabarkapa","None","Serbia and Montenegro","2003"
2539,"Zavier Simpson","Michigan","USA","Undrafted"
2540,"Zaza Pachulia","None","Georgia","2003"
2541,"Zeke Nnaji","Arizona","USA","2020"
2542,"Zeljko Rebraca","None","Yugoslavia","1994"
2543,"Zendon Hamilton","St. John's (NY)","USA","Undrafted"
2544,"Zhaire Smith","Texas Tech","USA","2018"
2545,"Zhou Qi","None","China","2016"
2546,"Ziaire Williams","Stanford","USA","2021"
2547,"Zion Williamson","Duke","USA","2019"
2548,"Zoran Dragic","None","Slovenia","Undrafted"
2549,"Zoran Planinic","None","Croatia","2003"
2550,"Zydrunas Ilgauskas","None","Lithuania","1996"
2551,"Zylan Cheatham","Arizona St.","USA","Undrafted"
